,0
6140,3128066
6141,3744797
6142,34532034
6143,30442718
6144,4563365
6145,26990949
6146,34529736
6147,3762059
6148,15708698
6149,1786424
6150,7984258
6151,1068151
6152,3604195
6153,34199663
6154,4639742
6155,4525492
6156,27271726
6157,2481885
6158,24023625
6159,1775383
6160,12509565
6161,1771429
6162,16978739
6163,4490164
6164,1702706
6165,34364456
6166,22008539
6167,4516212
6168,4683784
6169,3708248
6170,3944656
6171,31283027
6172,29926851
6173,31855021
6174,25750521
6175,4541837
6176,17420815
6177,1099299
6178,3682794
6179,7561704
6180,32008799
6181,32014389
6182,34894801
6183,33177045
6184,19300896
6185,4518382
6186,1086469
6187,34876157
6188,34507811
6189,3805647
6190,31982706
6191,3780224
6192,34600398
6193,9465857
6194,24793042
6195,4615099
6196,4274170
6197,34638712
6198,4548370
6199,4654192
6200,11210822
6201,3044921
6202,34461064
6203,34804949
6204,29384941
6205,5294357
6206,3327637
6207,6069768
6208,1093090
6209,33572790
6210,3301640
6211,15260397
6212,6296029
6213,33197446
6214,31203816
6215,25912603
6216,4464082
6217,1052353
6218,34561571
6219,19671253
6220,34091321
6221,1802966
6222,4657483
6223,34714687
6224,30405027
6225,2671631
6226,34110278
6227,27816043
6228,7361592
6229,29914547
6230,1495310
6231,4506786
6232,25190513
6233,8858737
6234,4568679
6235,30622632
6236,34851190
6237,17463597
6238,4429946
6239,4323622
6240,34257574
6241,34500823
6242,20015010
6243,17352713
6244,23234248
6245,34080687
6246,7991232
6247,15073149
6248,4473969
6249,34527610
6250,25652953
6251,2129267
6252,34145970
6253,17301409
6254,33180794
6255,3181093
6256,6151567
6257,4520783
6258,34743678
6259,34454562
6260,9646747
6261,4570736
6262,31776994
6263,32628916
6264,4541922
6265,32820340
6266,34161533
6267,4568862
6268,34786622
6269,4605668
6270,3586946
6271,25312333
6272,1549189
6273,28681362
6274,26694659
6275,3320579
6276,33749512
6277,27106824
6278,7174054
6279,34502381
6280,4378648
6281,1694132
6282,1074830
6283,26416927
6284,9329298
6285,8273278
6286,4390417
6287,1052970
6288,34586255
6289,4497976
6290,32432117
6291,31230582
6292,14268141
6293,4493154
6294,32435733
6295,3025514
6296,34275902
6297,32291572
6298,1743798
6299,33170146
6300,15122783
6301,4380689
6302,33280946
6303,8193206
6304,34084883
6305,1008692
6306,3070918
6307,34710756
6308,2042125
6309,34647494
6310,34734006
6311,34656847
6312,31658577
6313,1359383
6314,29384023
6315,19301616
6316,1080200
6317,4243017
6318,33260334
6319,4930631
6320,29733588
6321,4479561
6322,2027356
6323,17961386
6324,32912199
6325,4459102
6326,15506585
6327,2475879
6328,4429888
6329,22663172
6330,34352262
6331,33811648
6332,11620282
6333,31879615
6334,34284557
6335,6131683
6336,4494302
6337,32722955
6338,2578367
6339,4523600
6340,29899181
6341,3679681
6342,29586515
6343,4153997
6344,4273245
6345,30340235
6346,1370454
6347,31332216
6348,28936229
6349,8645339
6350,33611507
6351,12553231
6352,4452577
6353,1636736
6354,4465823
6355,4499522
6356,4668900
6357,34581227
6358,34394903
6359,30196504
6360,1587772
6361,4540485
6362,3916870
6363,34744179
6364,1083432
6365,20431927
6366,8195051
6367,3966559
6368,32550543
6369,17919298
6370,1379401
6371,34120432
6372,33869334
6373,4702385
6374,34766098
6375,4188800
6376,8069435
6377,4633305
6378,32507594
6379,4480606
6380,33502330
6381,24649699
6382,5194266
6383,22960728
6384,31218099
6385,32481894
6386,2903553
6387,24623945
6388,31377402
6389,4146165
6390,4502207
6391,6778762
6392,24453825
6393,7923047
6394,16308206
6395,15064851
6396,33924972
6397,24576602
6398,4214508
6399,4520839
6400,31262053
6401,3785441
6402,34815176
6403,34625261
6404,17848527
6405,34292264
6406,34569229
6407,4373021
6408,34617631
6409,13861992
6410,18868948
6411,5091175
6412,4357869
6413,29976299
6414,18627457
6415,16187280
6416,14878052
6417,25778484
6418,28072082
6419,34359919
6420,3493036
6421,4510474
6422,34383220
6423,3161829
6424,34630241
6425,15104775
6426,2673432
6427,4466393
6428,26332113
6429,34679048
6430,30255298
6431,27269529
6432,31993268
6433,17980616
6434,34758670
6435,4329557
6436,1178765
6437,33774405
6438,27704186
6439,8356397
6440,34616739
6441,34634667
6442,23768029
6443,5223591
6444,34691478
6445,34140912
6446,2736243
6447,2429210
6448,34691189
6449,32026886
6450,4406893
6451,14143891
6452,4402228
6453,11457180
6454,32839766
6455,15731787
6456,15369312
6457,13284164
6458,7789686
6459,34356880
6460,1897702
6461,3566518
6462,1010076
6463,4609562
6464,32007101
6465,5235018
6466,4616994
6467,30423683
6468,4481249
6469,33138404
6470,4526771
6471,3770120
6472,33369178
6473,33241760
6474,11070913
6475,34820944
6476,34426889
6477,30477850
6478,2089108
6479,34823004
6480,34810263
6481,34290924
6482,2167095
6483,32127193
6484,4408527
6485,34769384
6486,7730704
6487,29189160
6488,2430490
6489,33307548
6490,34331936
6491,1245233
6492,34449195
6493,34042890
6494,34009805
6495,3840796
6496,34704697
6497,4684992
6498,4508641
6499,4197375
6500,4481886
6501,2850734
6502,29168060
6503,24017586
6504,32746870
6505,17318540
6506,6016381
6507,34260374
6508,15249730
6509,33289162
6510,23513878
6511,34523079
6512,34772125
6513,10546319
6514,31084323
6515,33855348
6516,33280379
6517,12399676
6518,24610252
6519,31424157
6520,4652212
6521,3158275
6522,34854161
6523,21112077
6524,4520977
6525,3482941
6526,18149025
6527,25895353
6528,4560544
6529,3237273
6530,12945577
6531,22983820
6532,20114897
6533,34788324
6534,4629345
6535,23705878
6536,34336195
6537,31490828
6538,14004432
6539,22429425
6540,31048524
6541,34485196
6542,27801438
6543,4647792
6544,16673939
6545,4981045
6546,7254695
6547,5162946
6548,33961192
6549,4389583
6550,32422828
6551,15142234
6552,29642236
6553,20267600
6554,17235218
6555,2624123
6556,4475273
6557,28496387
6558,5851246
6559,4591037
6560,34187602
6561,1396450
6562,34581085
6563,34116322
6564,34441450
6565,31209282
6566,3485059
6567,2367023
6568,3749920
6569,4630460
6570,1114276
6571,33126036
6572,34825423
6573,28113422
6574,4584799
6575,4607796
6576,33440899
6577,31980836
6578,28613254
6579,4617024
6580,4540285
6581,6796730
6582,34777448
6583,21559923
6584,31645527
6585,5286907
6586,34363775
6587,34910519
6588,4394345
6589,24153434
6590,28957271
6591,25945946
6592,28433209
6593,4448466
6594,34513000
6595,4264927
6596,34505008
6597,31924288
6598,31822931
6599,4696446
6600,25875250
6601,34848379
6602,11270002
6603,4414318
6604,12970319
6605,34174959
6606,23589581
6607,34065013
6608,4531313
6609,3886037
6610,13720857
6611,27961454
6612,14995917
6613,3844752
6614,34350534
6615,34399181
6616,19402880
6617,32629080
6618,34018044
6619,4657918
6620,1911134
6621,20833031
6622,7512694
6623,32556915
6624,34439533
6625,4616024
6626,12674695
6627,4595174
6628,33572351
6629,26929375
6630,28927029
6631,8012335
6632,26697282
6633,4508482
6634,34304322
6635,12221067
6636,4594881
6637,33210936
6638,30284076
6639,34147458
6640,34003450
6641,33466475
6642,34642621
6643,4348541
6644,2519148
6645,33716515
6646,4575487
6647,26263387
6648,1158481
6649,32761979
6650,4255923
6651,34790334
6652,4681286
6653,31134414
6654,2563863
6655,34178448
6656,2837807
6657,4531624
6658,2786056
6659,3897078
6660,8839210
6661,4686176
6662,29199887
6663,4609997
6664,28279382
6665,30428521
6666,28891825
6667,4587154
6668,17762969
6669,2469264
6670,31554090
6671,4624597
6672,4639829
6673,4039292
6674,13673125
6675,33601745
6676,32442661
6677,33643767
6678,4092565
6679,23168191
6680,3071494
6681,14813891
6682,34200954
6683,34287612
6684,4518806
6685,4632065
6686,1266233
6687,4475385
6688,16788548
6689,33921051
6690,28843738
6691,1042548
6692,4599489
6693,15441474
6694,34780531
6695,8211237
6696,34735577
6697,1998608
6698,25320344
6699,30270526
6700,4145138
6701,4631770
6702,2060768
6703,4356897
6704,4525887
6705,32268980
6706,4549196
6707,4688749
6708,1221441
6709,2502466
6710,29660286
6711,34663370
6712,31841034
6713,34141544
6714,2872660
6715,15856073
6716,17389709
6717,4180510
6718,11973451
6719,31686837
6720,20583997
6721,34510159
6722,30630323
6723,12985474
6724,5604527
6725,32509838
6726,18504069
6727,18295661
6728,34429478
6729,32975612
6730,1050297
6731,2760591
6732,30183740
6733,6783570
6734,14533600
6735,31303013
6736,4421928
6737,3689817
6738,25459589
6739,8656364
6740,4086350
6741,1482639
6742,2255801
6743,30770317
6744,31147942
6745,34225836
6746,2088914
6747,3206796
6748,30380826
6749,34240664
6750,28721697
6751,33144151
6752,4478455
6753,25267832
6754,34219317
6755,1463407
6756,4405418
6757,29384023
6758,33565419
6759,31530008
6760,4510594
6761,33535176
6762,1225572
6763,30975722
6764,31975621
6765,1158620
6766,4506101
6767,4362507
6768,29654993
6769,20089357
6770,34755099
6771,4498581
6772,34685385
6773,32112155
6774,34009041
6775,2039248
6776,34305931
6777,12403739
6778,33958007
6779,3933170
6780,34728049
6781,7056540
6782,8754113
6783,32088342
6784,27634079
6785,4504016
6786,4475123
6787,4514236
6788,34622201
6789,22639189
6790,33213361
6791,3921468
6792,34594773
6793,4215428
6794,4526678
6795,34352603
6796,6996195
6797,33265171
6798,33501533
6799,4454748
6800,4972171
6801,3401042
6802,32029730
6803,34403029
6804,33488935
6805,30175089
6806,34376643
6807,27016225
6808,32052568
6809,17443705
6810,4463637
6811,34041105
6812,9846145
6813,3872217
6814,5247187
6815,24699808
6816,30178672
6817,34657317
6818,9289721
6819,23695126
6820,32390160
6821,3411004
6822,22763445
6823,34386096
6824,34291143
6825,34592134
6826,23592480
6827,17296429
6828,25948812
6829,32617236
6830,34781938
6831,2586227
6832,34063940
6833,7957850
6834,22290185
6835,4550906
6836,31217047
6837,32820572
6838,29566785
6839,9370533
6840,2133720
6841,16659666
6842,31673007
6843,17175820
6844,2411539
6845,28315727
6846,17594667
6847,11935388
6848,30089875
6849,31958967
6850,2492448
6851,3608855
6852,31445967
6853,4620525
6854,25620605
6855,13200182
6856,13293467
6857,4429470
6858,1329550
6859,27047624
6860,1726997
6861,4437417
6862,1336688
6863,17132498
6864,3866705
6865,34451032
6866,4587458
6867,14151621
6868,32122165
6869,4696915
6870,26646830
6871,1015829
6872,34753213
6873,4118943
6874,2644479
6875,22597704
6876,31975655
6877,33598084
6878,33385005
6879,3707654
6880,3056333
6881,26280638
6882,6958164
6883,29587311
6884,4303498
6885,28295110
6886,7566837
6887,34813834
6888,34187800
6889,5566109
6890,4466903
6891,15246191
6892,16379539
6893,4484408
6894,33628724
6895,1559104
6896,29556470
6897,34183004
6898,4655059
6899,13230404
6900,4300290
6901,22617596
6902,5327042
6903,33267647
6904,4496294
6905,4596536
6906,18360879
6907,4016003
6908,24935580
6909,28513600
6910,15324956
6911,34829265
6912,33566169
6913,34039685
6914,3168576
6915,5377536
6916,18289256
6917,2879141
6918,4393925
6919,6072397
6920,34299282
6921,27713100
6922,4586170
6923,34615723
6924,7534665
6925,30890951
6926,1628566
6927,34771158
6928,3239337
6929,34555976
6930,32402392
6931,34248209
6932,17301484
6933,30886342
6934,26826011
6935,29020228
6936,4618854
6937,4374378
6938,5585672
6939,30480198
6940,33063313
6941,3713434
6942,34415880
6943,12668113
6944,3712341
6945,26865587
6946,1144597
6947,34275651
6948,1861094
6949,34761657
6950,28338128
6951,28018210
6952,1147270
6953,4486059
6954,4375078
6955,6457253
6956,4529105
6957,20507708
6958,1979795
6959,4584134
6960,2673432
6961,34296067
6962,30805249
6963,34398446
6964,9900509
6965,32775483
6966,15223529
6967,34657782
6968,2165712
6969,3950941
6970,33411537
6971,33852751
6972,19761808
6973,34240618
6974,4401354
6975,16054883
6976,34649161
6977,29713390
6978,9191579
6979,1475020
6980,3879894
6981,34621717
6982,34296067
6983,4582723
6984,13561234
6985,4493054
6986,34177118
6987,34331624
6988,33983190
6989,6816827
6990,4534341
6991,34385662
6992,6554236
6993,4561485
6994,1089613
6995,4308697
6996,34306373
6997,24837482
6998,16323329
6999,15419647
7000,21176795
7001,33421180
7002,34479220
7003,4281674
7004,4508721
7005,2268618
7006,34184255
7007,34013180
7008,34628019
7009,4437228
7010,31137908
7011,33094923
7012,4551899
7013,31995651
7014,6035762
7015,8138506
7016,15242203
7017,33325352
7018,30964135
7019,34850880
7020,34560987
7021,7520855
7022,2781631
7023,4449725
7024,34121874
7025,4476428
7026,34914312
7027,33605148
7028,34654592
7029,34649512
7030,34763165
7031,34216108
7032,34431041
7033,34767492
7034,22942223
7035,16104295
7036,9956325
7037,11007727
7038,8510072
7039,32769873
7040,26031889
7041,4507383
7042,34703740
7043,33237514
7044,2263175
7045,33754174
7046,17634767
7047,31337653
7048,16832690
7049,1478877
7050,1057570
7051,4358257
7052,34425583
7053,9014848
7054,4552181
7055,34652134
7056,34511838
7057,33734938
7058,4576890
7059,3721959
7060,15138262
7061,34486572
7062,8000587
7063,28659143
7064,17479010
7065,17039680
7066,31271973
7067,2381045
7068,3170899
7069,29653991
7070,14715103
7071,14466993
7072,1287901
7073,9190194
7074,4476520
7075,14378674
7076,5331344
7077,31072052
7078,29776120
7079,24856669
7080,4586313
7081,1477780
7082,4654568
7083,4514116
7084,7680637
7085,11270412
7086,34746274
7087,13797178
7088,4602033
7089,4562908
7090,27543015
7091,3363288
7092,33411519
7093,2555584
7094,4354173
7095,34652312
7096,4521988
7097,1990210
7098,33123643
7099,25357908
7100,33951187
7101,3718306
7102,1051315
7103,4565169
7104,28640286
7105,10001128
7106,2183718
7107,30899550
7108,29085541
7109,14439208
7110,15602307
7111,33859174
7112,2914736
7113,3449494
7114,32305767
7115,15194474
7116,4621199
7117,34709643
7118,4505517
7119,4638929
7120,15715320
7121,1211390
7122,34408239
7123,3480535
7124,3099949
7125,4608920
7126,15382946
7127,3059297
7128,34618931
7129,21835857
7130,34677361
7131,30299860
7132,3044142
7133,4587069
7134,14629790
7135,9522820
7136,4543263
7137,27513699
7138,4422527
7139,7134961
7140,9746162
7141,8847707
7142,22276199
7143,3553278
7144,28029282
7145,17854487
7146,4636240
7147,4694267
7148,5036571
7149,4311123
7150,4582752
7151,33355077
7152,31506122
7153,34786975
7154,4485794
7155,18808639
7156,31822948
7157,4612644
7158,34257005
7159,32348331
7160,9184543
7161,6632808
7162,33591372
7163,4593039
7164,23064837
7165,1574631
7166,34268575
7167,33857452
7168,4523285
7169,4118385
7170,4471050
7171,1550075
7172,32305156
7173,34448862
7174,15125712
7175,12011492
7176,4587978
7177,7691162
7178,1222335
7179,4344201
7180,26753661
7181,28549758
7182,19049643
7183,32375100
7184,2916241
7185,11477625
7186,4540194
7187,24293217
7188,4714128
7189,34304178
7190,2547421
7191,33923651
7192,3961918
7193,16496366
7194,34581444
7195,1440634
7196,24996172
7197,2775454
7198,29663066
7199,15209020
7200,17646834
7201,1594708
7202,3936288
7203,34708055
7204,3347028
7205,33300606
7206,17037167
7207,30351913
7208,34572604
7209,9142494
7210,1781391
7211,4472565
7212,24681011
7213,24837761
7214,34401389
7215,2309598
7216,32309516
7217,33582841
7218,9198076
7219,3694927
7220,3083446
7221,6829503
7222,3537708
7223,2203454
7224,30912498
7225,30947533
7226,3411484
7227,34490621
7228,4535723
7229,34498626
7230,15242710
7231,15267452
7232,24954591
7233,15183735
7234,4502723
7235,3865102
7236,31878072
7237,5508148
7238,4636714
7239,3096106
7240,3714178
7241,32825301
7242,19459102
7243,3563932
7244,30319276
7245,4100255
7246,4508231
7247,4455745
7248,33605661
7249,28819258
7250,33916947
7251,34388825
7252,25715283
7253,14807287
7254,1416815
7255,2706035
7256,29108573
7257,1440777
7258,34293689
7259,34366189
7260,31448511
7261,15070807
7262,31486352
7263,1985943
7264,31995674
7265,29404463
7266,4406649
7267,28347936
7268,34443013
7269,28286317
7270,1892558
7271,17142637
7272,19558511
7273,13447694
7274,8568336
7275,14899598
7276,32454734
7277,34276593
7278,12278771
7279,4933895
7280,33529859
7281,3660488
7282,34507738
7283,27638890
7284,33949472
7285,23984137
7286,1741706
7287,6490975
7288,11344004
7289,34727897
7290,32155113
7291,34357507
7292,28659143
7293,4567726
7294,2189339
7295,30180282
7296,8365535
7297,34567578
7298,19056101
7299,32732671
7300,34370292
7301,29917995
7302,24843650
7303,2125324
7304,31416294
7305,34651807
7306,28707894
7307,4536144
7308,34439228
7309,8125504
7310,8372516
7311,24731066
7312,4612121
7313,2151004
7314,18438037
7315,4451787
7316,19330923
7317,21428351
7318,3806851
7319,34497992
7320,31626626
7321,17320571
7322,31591011
7323,8310990
7324,8545397
7325,34227990
7326,34521306
7327,4133320
7328,2525200
7329,31980480
7330,4459179
7331,32985622
7332,4617871
7333,1851854
7334,9151392
7335,28101903
7336,34493921
7337,28796451
7338,34328942
7339,12859294
7340,4482229
7341,20139016
7342,34523854
7343,4405266
7344,2898874
7345,33638065
7346,20361122
7347,8981843
7348,11355140
7349,4748807
7350,34452961
7351,34736492
7352,4593549
7353,34457238
7354,5336502
7355,34293409
7356,8996773
7357,5222749
7358,2048164
7359,4241038
7360,33852164
7361,33375780
7362,3313998
7363,4464583
7364,3888688
7365,9766868
7366,23770674
7367,34449581
7368,4514325
7369,4222125
7370,4220583
7371,19225030
7372,3372821
7373,4227749
7374,15251426
7375,6693888
7376,34397535
7377,3712160
7378,34101709
7379,15197609
7380,22547354
7381,34495204
7382,1118298
7383,33684375
7384,20940717
7385,34463256
7386,3575948
7387,9968511
7388,22785792
7389,26312528
7390,31336295
7391,28461873
7392,4513346
7393,34471231
7394,4394859
7395,4332753
7396,25525058
7397,4484265
7398,29174820
7399,18369526
7400,33988247
7401,15162113
7402,15124662
7403,7735631
7404,29815903
7405,15108961
7406,14863981
7407,24536707
7408,1051315
7409,34443366
7410,23770927
7411,25363147
7412,15347722
7413,28475053
7414,17909747
7415,8061557
7416,12178703
7417,34345664
7418,5320478
7419,23784011
7420,4412719
7421,34858653
7422,34662462
7423,15225135
7424,4445827
7425,34111399
7426,7409941
7427,4553647
7428,4211081
7429,1871225
7430,6757398
7431,4140692
7432,33517922
7433,12859068
7434,33636222
7435,4007719
7436,5585024
7437,10605169
7438,33083791
7439,5451179
7440,33454189
7441,32301311
7442,34408968
7443,33022902
7444,3057867
7445,33110609
7446,34009473
7447,33735204
7448,4529661
7449,3539464
7450,4277426
7451,4478636
7452,4518855
7453,33387200
7454,34064487
7455,3892164
7456,3474381
7457,3668641
7458,34263677
7459,16997627
7460,4495022
7461,30096770
7462,32338217
7463,34016584
7464,4534626
7465,15324956
7466,34420371
7467,7986001
7468,29531736
7469,34744887
7470,33805120
7471,10972492
7472,15212741
7473,31372316
7474,34690025
7475,1134296
7476,32843244
7477,34877996
7478,4612525
7479,19612294
7480,23155675
7481,19898337
7482,34512733
7483,27591986
7484,23708463
7485,4562230
7486,3201991
7487,3847730
7488,4485887
7489,6636633
7490,3600862
7491,11934045
7492,25451394
7493,34888268
7494,4605294
7495,5995854
7496,32225785
7497,4660078
7498,32024254
7499,3953795
7500,17582891
7501,34160191
7502,34729158
7503,4476535
7504,32485080
7505,13411871
7506,2678447
7507,13227727
7508,3743084
7509,8423779
7510,34534696
7511,4346530
7512,32494326
7513,2359257
7514,24353060
7515,9997890
7516,34693642
7517,33531198
7518,15912668
7519,28101903
7520,16363217
7521,3921218
7522,3641938
7523,31882404
7524,33053472
7525,34314502
7526,1071708
7527,3259540
7528,34815623
7529,2247534
7530,34569257
7531,13753049
7532,33128125
7533,4564506
7534,34668315
7535,28836812
7536,34142274
7537,4505244
7538,34510536
7539,1057735
7540,34516014
7541,1478306
7542,3467341
7543,11376909
7544,4550543
7545,4439672
7546,1550185
7547,31784095
7548,34711848
7549,34151382
7550,1142856
7551,33043322
7552,34591040
7553,25806173
7554,34847165
7555,4685070
7556,1477023
7557,1838879
7558,31070663
7559,8367295
7560,31601290
7561,2321567
7562,33405489
7563,4002671
7564,34417552
7565,30108385
7566,34343446
7567,3678301
7568,1912473
7569,34618427
7570,2118209
7571,5546442
7572,20627977
7573,34600097
7574,7175554
7575,3391569
7576,34203981
7577,34524206
7578,30911956
7579,2303284
7580,26194501
7581,1002140
7582,34617479
7583,34138517
7584,34799499
7585,8456846
7586,31898110
7587,24147163
7588,23785500
7589,18447448
7590,19839572
7591,14505280
7592,33669768
7593,4630088
7594,1833651
7595,4578196
7596,4522648
7597,25441447
7598,22879894
7599,33561783
7600,33683749
7601,4537705
7602,15196797
7603,29333421
7604,4570175
7605,30146750
7606,8297159
7607,34521954
7608,4586715
7609,22713127
7610,3334433
7611,6584163
7612,28655722
7613,1392481
7614,34075910
7615,4552181
7616,6644878
7617,26698
7618,4538373
7619,4491621
7620,4102904
7621,8446929
7622,2949182
7623,4436053
7624,4490416
7625,4575670
7626,24587728
7627,34721778
7628,5306544
7629,28527392
7630,4622909
7631,18721326
7632,1725341
7633,4646407
7634,4505849
7635,28898303
7636,1252260
7637,1903042
7638,3704198
7639,6241792
7640,4272515
7641,33877466
7642,22807990
7643,26876072
7644,25784200
7645,33230725
7646,23417195
7647,7912433
7648,10599930
7649,8630450
7650,25871494
7651,12950926
7652,22901095
7653,31045177
7654,11188516
7655,34507480
7656,3611438
7657,4706561
7658,13727436
7659,28052998
7660,15254537
7661,33004898
7662,4523736
7663,4502296
7664,17398603
7665,34400998
7666,34668463
7667,4637157
7668,33767579
7669,33501279
7670,34525793
7671,33268518
7672,2196572
7673,33226277
7674,9681070
7675,34503785
7676,90077
7677,30657475
7678,26956347
7679,3910627
7680,32265265
7681,4592743
7682,29445277
7683,31776926
7684,12260304
7685,17279554
7686,31350135
7687,34458009
7688,4411731
7689,10500873
7690,16990997
7691,2075032
7692,4357203
7693,4235187
7694,2356686
7695,17239446
7696,30878625
7697,7858390
7698,14393812
7699,34641568
7700,1123346
7701,4586843
7702,4112739
7703,1975191
7704,4100197
7705,34785997
7706,23486428
7707,3078964
7708,31228096
7709,26202028
7710,4525139
7711,6100101
7712,3357415
7713,7564737
7714,26912023
7715,4642939
7716,32657085
7717,4005348
7718,11124922
7719,4027283
7720,4358974
7721,1841416
7722,34949385
7723,29172505
7724,7341986
7725,9127852
7726,3804936
7727,28592775
7728,34292810
7729,21633403
7730,34522874
7731,3616226
7732,18265732
7733,18901867
7734,26149650
7735,4535327
7736,2426190
7737,19021142
7738,4421751
7739,16897011
7740,34636073
7741,4479917
7742,4647791
7743,22298192
7744,3120157
7745,4102904
7746,2617657
7747,34467903
7748,34840381
7749,3467633
7750,31444601
7751,11826750
7752,33396148
7753,34214912
7754,2821574
7755,32429147
7756,25263582
7757,29268531
7758,16881101
7759,15027179
7760,34246296
7761,15250189
7762,14908951
7763,4408404
7764,3635479
7765,34413974
7766,34664089
7767,11779348
7768,16308641
7769,10524734
7770,30413869
7771,34198801
7772,2270057
7773,4646540
7774,34616237
7775,10610623
7776,34300255
7777,25643843
7778,31461679
7779,4631181
7780,29235072
7781,34850093
7782,34297300
7783,4414847
7784,31535774
7785,4601846
7786,1958821
7787,32655322
7788,33414246
7789,6334085
7790,4688904
7791,34542575
7792,24801336
7793,16281677
7794,12077529
7795,4223860
7796,20137895
7797,1093322
7798,33868386
7799,33492124
7800,33052531
7801,30142035
7802,25743010
7803,34224950
7804,15168291
7805,3730731
7806,25190771
7807,4601094
7808,34703404
7809,15577129
7810,14607887
7811,34351988
7812,3351600
7813,23138238
7814,5662485
7815,22126103
7816,1059347
7817,3786898
7818,34931503
7819,16632278
7820,30357767
7821,24184603
7822,17724969
7823,30562271
7824,34754494
7825,4148306
7826,3566493
7827,1991202
7828,34355047
7829,2825829
7830,29039257
7831,1966183
7832,34768967
7833,34579123
7834,32029451
7835,32079891
7836,4351992
7837,33444576
7838,1363378
7839,25224602
7840,34393265
7841,4215797
7842,15251370
7843,1980438
7844,34552527
7845,31803510
7846,29327293
7847,33076044
7848,2996508
7849,18435101
7850,33904295
7851,34501979
7852,27864492
7853,13015561
7854,4507897
7855,7438155
7856,34640873
7857,34761366
7858,3200913
7859,13629125
7860,8474844
7861,4438170
7862,2600514
7863,5769164
7864,31537348
7865,33471793
7866,3450320
7867,34608951
7868,32335052
7869,15140005
7870,4519089
7871,34348910
7872,23301409
7873,4487545
7874,28932276
7875,4589851
7876,21740521
7877,10365177
7878,10660310
7879,33404399
7880,4536416
7881,34073132
7882,4687602
7883,4522035
7884,15242147
7885,21170545
7886,11284929
7887,4308372
7888,3007513
7889,31956361
7890,4526983
7891,2724368
7892,34633077
7893,4560745
7894,4653312
7895,34059185
7896,34497627
7897,34767097
7898,3205062
7899,31134125
7900,20216534
7901,34270242
7902,4527881
7903,33967869
7904,34661374
7905,1169517
7906,29553313
7907,34462715
7908,4675299
7909,12408620
7910,33974168
7911,15397090
7912,27990860
7913,1487240
7914,1807834
7915,12264316
7916,5485063
7917,7535728
7918,8953374
7919,14630763
7920,34291719
7921,34242146
7922,3311322
7923,30449331
7924,34642668
7925,3608440
7926,21749329
7927,2603210
7928,34367753
7929,33286221
7930,34755677
7931,31114305
7932,31232673
7933,27703734
7934,12358508
7935,29902560
7936,3375429
7937,1657724
7938,34594380
7939,34773640
7940,13214032
7941,32918166
7942,24775291
7943,4531225
7944,15254661
7945,3630963
7946,4461541
7947,9993001
7948,26745587
7949,29536009
7950,34080485
7951,32386938
7952,8771821
7953,4548922
7954,33499195
7955,3714363
7956,33735177
7957,1102868
7958,34257849
7959,18622299
7960,2402827
7961,11819686
7962,14482332
7963,25679641
7964,13562307
7965,1413113
7966,14432082
7967,4522644
7968,10250094
7969,4406028
7970,2573438
7971,26062954
7972,4564649
7973,34702824
7974,24592975
7975,26731883
7976,4569180
7977,34472581
7978,34494294
7979,4507921
7980,8046580
7981,20699899
7982,34248033
7983,8047649
7984,33043006
7985,34237981
7986,1273282
7987,34001972
7988,4436053
7989,4324814
7990,34132898
7991,4431876
7992,4230010
7993,1005608
7994,32657195
7995,18579503
7996,2027502
7997,3155370
7998,26737390
7999,34502122
8000,33284419
8001,2151422
8002,27818598
8003,6642770
8004,4556659
8005,34649935
8006,1001260
8007,19933873
8008,33716827
8009,34695002
8010,34728701
8011,28915992
8012,4227693
8013,31743933
8014,9566204
8015,12282162
8016,34060318
8017,30405145
8018,11244753
8019,4554635
8020,2901166
8021,15048666
8022,4391567
8023,34617757
8024,2706421
8025,32944220
8026,34193393
8027,34378338
8028,4644591
8029,11298990
8030,4456603
8031,14076047
8032,24621991
8033,30487759
8034,1779756
8035,32484061
8036,4621127
8037,5484882
8038,2660599
8039,25726959
8040,33111266
8041,4454725
8042,23303003
8043,15199424
8044,34366658
8045,6172130
8046,34757886
8047,31606166
8048,4484966
8049,4635446
8050,25992158
8051,34251430
8052,32540447
8053,33749464
8054,32529387
8055,34559882
8056,4155410
8057,34588357
8058,33965698
8059,18947401
8060,34795989
8061,32761957
8062,2107783
8063,24834329
8064,5639772
8065,30678341
8066,3724685
8067,5632703
8068,29063482
8069,7626808
8070,21977313
8071,21679397
8072,33919830
8073,2562607
8074,32895248
8075,34638712
8076,4618207
8077,1963814
8078,4346056
8079,13010890
8080,34712864
8081,33827603
8082,33121086
8083,4144247
8084,1721008
8085,24454539
8086,31249363
8087,1842231
8088,8852474
8089,4509713
8090,33241379
8091,34333416
8092,34412284
8093,12065904
8094,8745313
8095,15559589
8096,10705124
8097,2846215
8098,4701960
8099,4150046
8100,34152483
8101,2927972
8102,3777178
8103,1867838
8104,34205956
8105,2407821
8106,30676639
8107,4608579
8108,4234483
8109,32915886
8110,34683113
8111,10779950
8112,33930553
8113,4529458
8114,15223755
8115,3853332
8116,32481074
8117,34727267
8118,1264920
8119,33949661
8120,34404711
8121,34860453
8122,2802467
8123,22376747
8124,34412155
8125,34481171
8126,4623406
8127,1129821
8128,19568915
8129,10170023
8130,26150233
8131,23048784
8132,1416078
8133,34385941
8134,34653430
8135,1004616
8136,4281774
8137,29137647
8138,19814286
